AuthorID,Author,Date,Content,Attachments,Reactions
"459028995024093194","kmdkrazy#8280","04-Jan-20 07:39 PM","now  at 2.3  Gib  Mem  and  3.4  Virtual","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 07:39 PM","7%  CPU","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 07:42 PM","turned  off sysmon and now averaging  2146/sec","",""
"455741312273219595","jl777c#5810","04-Jan-20 07:42 PM","i will hopefully be able to have some of the tagged message support working","",""
"455741312273219595","jl777c#5810","04-Jan-20 07:50 PM","i had one of the 11 nodes missing half the packets. restarted and it joined up to the ongoing 4k/sec blasters and now it is keeping up.","",""
"455741312273219595","jl777c#5810","04-Jan-20 07:51 PM","seems it is working as well as it ever did and is able to join an ongoing blast and also recover from being overloaded. seems i can start debugging the tagged messaging","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 07:53 PM","I  seem  to  be running twice as  fast as yesterday  ---  will keep checking back for  updates  ---","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 07:56 PM","4 Gib  Memory  - 5.2  GiB Virtual Memory  -  CPU 7%","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 07:56 PM","will propably crash in less  than  30 minutes  --  we will  see","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 08:26 PM","Computer is stuck 4.8 GiB memory 6.8 Virtual Memory","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 08:26 PM","modval.1012 unexpected purge","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 08:28 PM","Restarting.... CPU at 0%","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 08:30 PM","It is still slowly running but not effectively","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 08:31 PM","Duplicates at 10334","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 09:16 PM","8%  was  wrong  it is  now  at 30% using top -o %MEM","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 09:51 PM","looks  like  memory  situation  with  out  blaster  running  ---  testing  now  but I  have  to  leave  town","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 09:55 PM","did  not  turn  on blaster  script","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 09:55 PM","DEXpurge.3380 for t.1578171380 -> n.0 00000000, total.457977 2f6f042c R.458701 S.76644 A.457977 duplicates.724 | L.1073456 A.441472 coll.3467 | avelag P 0.0, T 2.6 errlag.0 pend.2275 | 3589/sec","",""
"459028995024093194","kmdkrazy#8280","04-Jan-20 09:56 PM","memory  filling  up  -- GTG","",""
