AuthorID,Author,Date,Content,Attachments,Reactions
"352577127494713345","phm87#7395","20-Dec-19 12:33 PM","spammer","",""
"352577127494713345","phm87#7395","20-Dec-19 12:33 PM","Gentle
#0897","",""
"352577127494713345","phm87#7395","20-Dec-19 12:33 PM","657550333685268484","",""
"504735704543395853","mrlynch#5735","20-Dec-19 12:46 PM","-ban 657550333685268484 spam","",""
"204255221017214977","YAGPDB.xyz#8760","20-Dec-19 12:46 PM","🔨 Banned `657550333685268484` indefinitely","",""
